codigo,tipo,lat,lon,dado1,dado2,Estatus,responsavel,data
BOA ESPERANCA,ondulação,-13.506,-55.156,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
BOCA DA MATA,ondulação,-13.594,-54.095,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
AREIA BRANCA,ondulação,-14.206,-59.454,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALDEIA INDIGENA CABECEIRA DO OSSO,ondulação,-14.248,-58.805,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALDEIA INDIGENA,ondulação,-14.333,-59.373,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
NOVA LACERDA,ondulação,-14.476,-59.587,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
CONQUISTA D OESTE,ondulação,-14.540,-59.544,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
BOI MORTO,ondulação,-14.637,-59.026,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALDEIA DOS INDIOS AMBIQUARA,ondulação,-14.799,-59.390,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
DECIOLANDIA,ondulação,-14.184,-57.505,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALDEIA SACRE,ondulação,-14.287,-58.498,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
ITANORTE,ondulação,-14.319,-57.967,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALDEIA MAKUTIAKERE,ondulação,-14.361,-58.284,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALDEIA PARECIS,ondulação,-14.388,-58.221,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO MATEUS,ondulação,-14.399,-57.120,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALDEIA QUEIMADA,ondulação,-14.442,-58.148,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
ONZE DE JULHO,buraco,-14.499,-57.533,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAPEZAL,ondulação,-14.565,-57.600,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
COMUNIDADE BOA VISTA,ondulação,-14.585,-57.523,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
RETIRO AGROSSALTO,ondulação,-14.606,-57.822,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
DISTRITO DE SÃO JOAQUIM,ondulação,-14.645,-57.304,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
SUDAMATA,ondulação,-14.651,-57.982,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARRANCO ALTO,ondulação,-14.657,-57.022,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
DISTRITO DE SÃO JORGE,ondulação,-14.657,-57.950,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
DISTRITO DE PROGRESSO,ondulação,-14.663,-57.360,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
DENISE,ondulação,-14.729,-57.052,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
GLEBA AURORA,ondulação,-14.740,-57.593,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
NOVA OLIMPIA,ondulação,-14.784,-57.290,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
GLEBA TRIÂNGULO,ondulação,-14.794,-57.922,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO VICENTE,ondulação,-14.799,-57.328,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
TERRA SANTA,ondulação,-14.863,-57.976,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ACARI,ondulação,-14.875,-57.174,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAMARCAN,ondulação,-14.874,-58.083,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MAMONAL,ondulação,-14.934,-57.550,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ARCO IRIS,ondulação,-14.934,-57.918,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
NOVA FERNANDOPOLIS,ondulação,-14.950,-57.611,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
CARAMUJO,ondulação,-14.957,-57.977,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
GLEBA SALTO DO CEU,ondulação,-14.962,-58.165,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
NOVA MARILANDIA,ondulação,-14.364,-56.967,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
NOVO DIAMANTINO,ondulação,-14.376,-56.385,47,47Certo,Em aprovação,Gilmar Acacio,01/09/2025
DIAMANTINO,ondulação,-14.408,-56.442,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
NORTELANDIA,ondulação,-14.453,-56.801,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
ARENAPOLIS,ondulação,-14.460,-56.839,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALTO PARAGUAI,ondulação,-14.515,-56.480,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO PEDRO,ondulação,-14.525,-56.557,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTANA,ondulação,-14.543,-56.570,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MARZAGAO,ondulação,-14.629,-55.668,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
MACACOS,ondulação,-14.688,-56.526,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
NOBRES,ondulação,-14.725,-56.328,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
LAVOURAS,ondulação,-14.927,-56.695,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
ARRUDA,ondulação,-14.942,-56.166,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALDEIA INDIGENA,ondulação,-14.085,-54.084,61,61Certo,Em aprovação,Gilmar Acacio,01/09/2025
NOVA BRASILANDIA,ondulação,-14.931,-54.974,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
PAPAGAIO,ondulação,-15.023,-59.478,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAMPO DO ENCANTO,ondulação,-15.085,-59.638,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
RANCHO GRANDE,ondulação,-15.162,-58.614,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
LUCIALVA,ondulação,-15.164,-58.862,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAMPO DO BANANAL,ondulação,-15.234,-59.753,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAMPO DO BANANAL,ondulação,-15.307,-59.582,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
RANCHO GRANDE,ondulação,-15.320,-58.534,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
JAURU,ondulação,-15.340,-58.874,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
PANTANAL DA PEDRA,ondulação,-15.378,-59.731,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
FIGUEIROPOLIS D OESTE,ondulação,-15.445,-58.738,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
BREJO PAU DA TORDA,ondulação,-15.455,-59.791,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
AGUA SUJA,ondulação,-15.485,-58.597,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
NOVA ESPERANCA,ondulação,-15.494,-58.551,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
INDIAVAI,ondulação,-15.494,-58.578,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
PEDRA REDONDA,ondulação,-15.502,-59.653,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CABECEIRA DO CORREGO DOS BAGRES,ondulação,-15.555,-59.016,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BREJO DO BURITI,ondulação,-15.556,-59.838,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PANTANAL DO JABOTI,ondulação,-15.555,-59.955,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALEGRE,ondulação,-15.575,-59.254,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BURITIZAL,ondulação,-15.627,-59.033,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PANTANAL DA GOMALINA,ondulação,-15.639,-59.866,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PANTANAL,ondulação,-15.679,-59.023,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MATAO,ondulação,-15.685,-59.664,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALEGRE,ondulação,-15.695,-59.195,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BOCAIUVAL,ondulação,-15.730,-58.630,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
MONTE CRISTO,ondulação,-15.781,-59.659,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PANTANAL DA GOMALINA,ondulação,-15.821,-59.749,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SALTO DO AGUAPEI,ondulação,-15.831,-59.083,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTA CUSTODIA,ondulação,-15.851,-59.190,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PANTANALZINHO,ondulação,-15.869,-58.590,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MATAO,ondulação,-15.874,-59.582,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
AGUACU,ondulação,-15.950,-58.747,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PANTANAL DO MONTE CRISTO,ondulação,-15.957,-59.669,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MARANATA,ondulação,-15.009,-57.296,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CABECEIRA DA CRIMINOSA,ondulação,-15.023,-57.210,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CARAMUJO,ondulação,-15.031,-57.975,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
VERMELHO GRANDE,ondulação,-15.033,-57.352,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO JOSE DO SEPOTUBA,ondulação,-15.064,-57.652,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARRA DO BUGRES,ondulação,-15.067,-57.185,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
GLEBA BOA VONTADE,ondulação,-15.067,-58.075,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARRA DO FURADO,ondulação,-15.103,-57.072,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BOA VONTADE,ondulação,-15.133,-57.953,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
DRACENA,ondulação,-15.134,-58.348,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO JOAO,buracoo,-15.146,-57.065,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALEGRIA,ondulação,-15.175,-58.032,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BAIXADA ESTIRA,ondulação,-15.179,-57.288,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CRISTINOPOLIS,ondulação,-15.181,-57.991,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
MATA DO BAIO,ondulação,-15.212,-57.163,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
GOIABEIRA,ondulação,-15.228,-58.047,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CHAPARRAL,ondulação,-15.276,-57.167,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
VAO GRANDE,ondulação,-15.297,-57.020,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CACHOEIRINHA,ondulação,-15.302,-58.340,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
BOA UNIAO,ondulação,-15.308,-57.837,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
LAMBARI D OESTE,ondulação,-15.318,-58.005,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
RANCHINHO,ondulação,-15.356,-57.303,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CRUZEIRO,ondulação,-15.372,-57.683,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARREIRAO,ondulação,-15.378,-57.807,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
GLEBA PAIXAO,ondulação,-15.376,-58.364,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
TARUMA,ondulação,-15.386,-58.457,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
FARINOPOLIS,ondulação,-15.413,-58.448,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAPOEIRAO,ondulação,-15.418,-57.910,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BOI MORTO,ondulação,-15.463,-57.298,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CABACAL,ondulação,-15.468,-57.893,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAMARINHA,ondulação,-15.471,-57.013,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ARAPUTANGA,ondulação,-15.471,-58.348,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
QUEIMADO,ondulação,-15.481,-57.378,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ONCA MAGRA,ondulação,-15.491,-57.536,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO JOSE,ondulação,-15.523,-57.453,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
VOLTA DA MELANCIA,ondulação,-15.531,-57.364,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
VOLTA DO CARIZAS,ondulação,-15.548,-57.392,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BOCA RICA,ondulação,-15.559,-58.153,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ONCA MAGRA,ondulação,-15.564,-57.536,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAMARINHA,ondulação,-15.565,-57.082,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAETE,ondulação,-15.566,-57.969,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARREIRAO,ondulação,-15.596,-58.281,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
STA MARIA,ondulação,-15.603,-57.685,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
RETIRO PAU FURADO,ondulação,-15.610,-57.316,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CURVELANDIA,ondulação,-15.611,-57.916,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
MASCATE,ondulação,-15.650,-57.669,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CHAFARIZ,ondulação,-15.654,-57.407,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
QUILOMBO,ondulação,-15.656,-57.012,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MONJOLINHO,ondulação,-15.668,-57.361,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MALHADINHA,ondulação,-15.672,-58.138,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
VOLTA DO BERNARDO,ondulação,-15.681,-57.467,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MIRASSOL D OESTE,ondulação,-15.679,-58.092,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
APARECIDA BELA,ondulação,-15.685,-58.299,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
GARGANTA,ondulação,-15.691,-58.012,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
QUATRO CURVAS,ondulação,-15.704,-57.525,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
VEREDINHA,ondulação,-15.710,-57.910,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
FORQUILHA,ondulação,-15.712,-57.859,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
RANCHO ALEGRE,ondulação,-15.731,-58.049,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAICARA,ondulação,-15.735,-57.889,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CACHOEIRINHA,ondulação,-15.738,-57.333,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
GLEBA CAETE,ondulação,-15.737,-58.320,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PANTANAL DAS TRES BOCAS,ondulação,-15.742,-57.695,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PANTANAL DA CABACA,ondulação,-15.750,-57.777,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
GOIABEIRA,ondulação,-15.765,-57.469,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
GLORIA D OESTE,ondulação,-15.769,-58.308,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
TRES CORREGOS,ondulação,-15.776,-57.376,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
VOLTA DO CEDRO,ondulação,-15.781,-57.603,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
TAQUARA,ondulação,-15.784,-57.016,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BEZERRO BRANCO,ondulação,-15.785,-57.426,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
VARZEA BONITA,ondulação,-15.802,-57.402,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MONTE CASTELO D`OESTE,ondulação,-15.810,-58.346,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
MONJOLO,ondulação,-15.818,-57.025,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
GUANANDI,ondulação,-15.827,-57.449,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
HORIZONTE DO OESTE,ondulação,-15.830,-58.039,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
CERRADO DO PADRE INACIO,ondulação,-15.837,-57.689,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
TABOLETA,ondulação,-15.837,-58.328,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CARAMUJO,ondulação,-15.849,-57.862,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO MIGUEL,ondulação,-15.879,-57.013,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
VARZEA GRANDE,ondulação,-15.888,-58.019,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
LAJINHA,ondulação,-15.894,-57.272,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTANA,ondulação,-15.904,-57.446,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BOM JESUS,ondulação,-15.915,-57.348,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SESMARIA,ondulação,-15.971,-57.366,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
TAQUARAL,ondulação,-15.989,-57.496,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
FAZENDINHA,ondulação,-15.995,-57.617,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
FAZENDA RAIZAMA,ondulação,-15.022,-56.492,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PONTINHA,ondulação,-15.039,-55.939,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ACORIZAL DE CIMA,ondulação,-15.044,-56.276,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
TARUMA,ondulação,-15.047,-56.409,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAPAO FRESCO,ondulação,-15.054,-56.021,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CHAPEU DE SOL,ondulação,-15.058,-56.319,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CACHOEIRINHA,ondulação,-15.067,-56.443,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PRATA,ondulação,-15.067,-56.274,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MONJOLO,ondulação,-15.067,-55.940,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SERTAOZINHO,ondulação,-15.076,-55.567,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAMPO LIMPO,ondulação,-15.084,-56.128,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
COCAL,ondulação,-15.091,-56.559,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
MAMAO,ondulação,-15.098,-55.677,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PEDREGULHO,ondulação,-15.121,-56.447,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BAUXI,ondulação,-15.138,-56.757,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
TENDA,ondulação,-15.142,-56.486,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MOENDA,ondulação,-15.143,-56.722,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ENGENHO,ondulação,-15.154,-56.412,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
CACHOEIRA DO BOM JARDIM,ondulação,-15.169,-55.863,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
FAZENDA CAJUEIRO,ondulação,-15.180,-56.443,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
AGUA FRIA,ondulação,-15.181,-55.754,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
LARANJAL,ondulação,-15.185,-56.288,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BAUS ACIMA,ondulação,-15.191,-56.213,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
RIBEIRAO DO COSTA,ondulação,-15.190,-55.677,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SERRA MORENA,ondulação,-15.197,-56.524,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MATO DENTRO,ondulação,-15.198,-56.152,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
ACORIZAL,ondulação,-15.200,-56.367,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
BUENO,ondulação,-15.204,-56.207,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALEIXO,ondulação,-15.206,-56.282,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BURITI FECHADO,ondulação,-15.220,-56.990,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAGADOS,ondulação,-15.232,-56.580,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CEDRAL,ondulação,-15.233,-56.386,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
JANGADA,buraco,-15.236,-56.490,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
BAUS,ondulação,-15.236,-56.296,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
PASSA TRES,ondulação,-15.247,-56.546,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BOCAIUVA,ondulação,-15.257,-56.182,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BUGIU,ondulação,-15.262,-56.239,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
QUATRO VINTENS,ondulação,-15.268,-56.333,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
VARZEARIA,ondulação,-15.271,-56.389,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
COXIPÓ AÇU,ondulação,-15.280,-56.118,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
CACHOEIRA RICA,ondulação,-15.278,-55.612,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARRA DO CACHORRO,ondulação,-15.290,-56.567,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MATA GRANDE,ondulação,-15.309,-56.427,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PEDRA PRETA,ondulação,-15.309,-56.298,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PONTE VELHA,ondulação,-15.312,-56.626,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ANGICAL,ondulação,-15.312,-56.019,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BURITI COMPRIDO,ondulação,-15.330,-56.587,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
LAURINHA,ondulação,-15.334,-56.197,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SALGADEIRA,ondulação,-15.343,-55.832,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MATO GROSSO,ondulação,-15.351,-56.596,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAIEIRA,ondulação,-15.351,-56.169,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
NOSSA SENHORA DA GUIA,ondulação,-15.357,-56.230,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
PORTAO DO INFERNO,ondulação,-15.370,-55.842,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MUTUM,ondulação,-15.375,-56.631,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MUTUCA,ondulação,-15.377,-55.955,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
RAIZAMA,ondulação,-15.387,-56.714,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BURITI,ondulação,-15.410,-55.810,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
ESPINHEIRO,ondulação,-15.416,-56.351,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
LAJES,ondulação,-15.436,-56.451,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PRATA,ondulação,-15.438,-55.640,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAMPO DE INSTRUCAO DO 16 B.C.,ondulação,-15.442,-56.019,45,45Certo,Em aprovação,Gilmar Acacio,01/09/2025
COXIPÓ DO OURO,ondulação,-15.460,-55.985,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
CHAPADA DOS GUIMARAES,ondulação,-15.463,-55.753,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO BENEDITO,ondulação,-15.473,-56.230,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
COXO,ondulação,-15.498,-56.690,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BALNEARIO LETICIA,ondulação,-15.506,-55.951,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ESTIVA,ondulação,-15.533,-55.688,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
AGUA BRANCA,ondulação,-15.534,-55.819,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PINDAIVAL,ondulação,-15.548,-55.872,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
RIBEIRAO DA PONTE,ondulação,-15.554,-56.113,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
DESPRAIADO,ondulação,-15.557,-56.072,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARRA DO PARI,ondulação,-15.559,-56.166,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
URUMBAMBA,ondulação,-15.560,-55.619,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CARANDA,ondulação,-15.575,-56.180,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SUCURI,ondulação,-15.586,-55.755,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
TAQUARUCU,ondulação,-15.586,-55.635,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARRO DURO,ondulação,-15.590,-56.019,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
